F1_mean,F1_CI_lower,F1_CI_upper,AUC_mean,AUC_CI_lower,AUC_CI_upper
0.000184314809694959,0.0,0.00055687043526941,0.8219189548989105,0.8180098484233346,0.8256673642009152
